NCBI_tax.id;species.name;host.name;disease;human.Hosted;human.Hosted.Source;animal.Pathogenic;animal.Pathogenic.Source;plant.Pathogenic;plant.Pathogenic.Source;version_status;assembly_level;genome_representation;ftp_path;fold1;genbank_assembly_accession;assembly_name;assembly_accession
6035;Encephalitozoon cuniculi;Homo sapiens, rabbits, rats, mice, horses, foxes, cats, dogs, muskrats, leopards, baboons;;TRUE;Pan, Y., Wang, S., Liu, X., Li, R., Sun, Y., & Gadahi, J. A. (2015). Seroprevalence of Encephalitozoon cuniculi in Humans and Rabbits in China. Iranian journal of parasitology, 10(2), 290–295.;TRUE;Pan, Y., Wang, S., Liu, X., Li, R., Sun, Y., & Gadahi, J. A. (2015). Seroprevalence of Encephalitozoon cuniculi in Humans and Rabbits in China. Iranian journal of parasitology, 10(2), 290–295.;FALSE;;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/225/GCA_000091225.2_ASM9122v2;train;GCA_000091225.2;ASM9122v2;GCA_000091225.2_ASM9122v2_genomic
27973;Encephalitozoon hellem;Homo sapiens;;TRUE;Polonais Vale?rie, Mazet, M., Wawrzyniak, I., Texier, C., Blot, N., Alaoui, H. E., & Delbac Fre?de?ric. (2010). The Human Microsporidian Encephalitozoon hellem Synthesizes Two Spore Wall Polymorphic Proteins Useful for Epidemiological Studies. Infection and Immunity, 78(5), 2221–2230. doi: 10.1128/iai.01225-09;FALSE;;FALSE;;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/815/GCA_000277815.3_ASM27781v3;train;GCA_000277815.3;ASM27781v3;GCA_000277815.3_ASM27781v3_genomic
58839;Encephalitozoon intestinalis;Homo sapiens;diarrhea;TRUE;Lamps, L. W. (2009). Infectious Disorders of the GI Tract. Surgical Pathology of the GI Tract, Liver, Biliary Tract, and Pancreas, 51–79. doi: 10.1016/b978-141604059-0.50007-2;FALSE;;FALSE;;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/465/GCA_000146465.1_ASM14646v1;train;GCA_000146465.1;ASM14646v1;GCA_000146465.1_ASM14646v1_genomic
31281;Enterocytozoon bieneusi;Homo sapiens, insects, livestock, wildlife, domestic animals;;TRUE;Corradi, N., Akiyoshi, D. E., Morrison, H. G., Feng, X., Weiss, L. M., Tzipori, S., & Keeling, P. J. (2007). Patterns of genome evolution among the microsporidian parasites Encephalitozoon cuniculi, Antonospora locustae and Enterocytozoon bieneusi. PloS one, 2(12), e1277. https://doi.org/10.1371/journal.pone.0001277;TRUE;Corradi, N., Akiyoshi, D. E., Morrison, H. G., Feng, X., Weiss, L. M., Tzipori, S., & Keeling, P. J. (2007). Patterns of genome evolution among the microsporidian parasites Encephalitozoon cuniculi, Antonospora locustae and Enterocytozoon bieneusi. PloS one, 2(12), e1277. https://doi.org/10.1371/journal.pone.0001277;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/485/GCA_000209485.1_ASM20948v1;test;GCA_000209485.1;ASM20948v1;GCA_000209485.1_ASM20948v1_genomic
35717;Epichloe festucae;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Complete Genome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/814/445/GCA_003814445.1_ASM381444v1;train;GCA_003814445.1;ASM381444v1;GCA_003814445.1_ASM381444v1_genomic
105696;Epicoccum nigrum;sugarcane;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/315/GCA_002116315.1_ASM211631v1;train;GCA_002116315.1;ASM211631v1;GCA_002116315.1_ASM211631v1_genomic
749593;Epicoccum sorghinum;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/705/GCA_001879705.1_ASM187970v1;train;GCA_001879705.1;ASM187970v1;GCA_001879705.1_ASM187970v1_genomic
33173;Eremothecium coryli;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/315/GCA_000710315.1_Eremothecium_coryli;train;GCA_000710315.1;Eremothecium_coryli;GCA_000710315.1_Eremothecium_coryli_genomic
33169;Eremothecium gossypii;coffee;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Complete Genome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/025/GCA_000091025.4_ASM9102v4;train;GCA_000091025.4;ASM9102v4;GCA_000091025.4_ASM9102v4_genomic
52586;Erysiphe necator;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/798/715/GCA_000798715.1_ASM79871v1;train;GCA_000798715.1;ASM79871v1;GCA_000798715.1_ASM79871v1_genomic
36044;Erysiphe pisi;pea corp;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/805/GCA_000208805.1_ASM20880v1;train;GCA_000208805.1;ASM20880v1;GCA_000208805.1_ASM20880v1_genomic
97096;Eutypa lata;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/385/GCA_000349385.1_UCREL1V03;train;GCA_000349385.1;UCREL1V03;GCA_000349385.1_UCREL1V03_genomic
5970;Exophiala dermatitidis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/625/GCA_000230625.1_Exop_derm_V1;val;GCA_000230625.1;Exop_derm_V1;GCA_000230625.1_Exop_derm_V1_genomic
91925;Exophiala lecanii-corni;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Complete Genome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/955/835/GCA_003955835.1_ASM395583v1;train;GCA_003955835.1;ASM395583v1;GCA_003955835.1_ASM395583v1_genomic
215243;Exophiala oligosperma;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/515/GCA_000835515.1_Exop_olig_CBS72588_V1;train;GCA_000835515.1;Exop_olig_CBS72588_V1;GCA_000835515.1_Exop_olig_CBS72588_V1_genomic
406760;Exophiala phaeomuriformis;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/883/475/GCA_010883475.1_ASM1088347v1;test;GCA_010883475.1;ASM1088347v1;GCA_010883475.1_ASM1088347v1_genomic
91928;Exophiala spinifera;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/115/GCA_000836115.1_Exop_spin_CBS89968_V1;train;GCA_000836115.1;Exop_spin_CBS89968_V1;GCA_000836115.1_Exop_spin_CBS89968_V1_genomic
348802;Exophiala xenobiotica;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/505/GCA_000835505.1_Exop_xeno_CBS118157_V1;train;GCA_000835505.1;Exop_xeno_CBS118157_V1;GCA_000835505.1_Exop_xeno_CBS118157_V1_genomic
40457;Fistulina hepatica;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/395/GCA_000934395.1_Fishe1;train;GCA_000934395.1;Fishe1;GCA_000934395.1_Fishe1_genomic
208960;Fomitiporia mediterranea;wine grape;Esca disease;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/605/GCA_000271605.1_Fomme1;train;GCA_000271605.1;Fomme1;GCA_000271605.1_Fomme1_genomic
186125;Fomitopsis palustris;;brown rot ;FALSE;;FALSE;;TRUE;Hong, C.-Y., Lee, S.-Y., Ryu, S.-H., & Kim, M. (2017). Whole-genome de novo sequencing of wood rot fungus Fomitopsis palustris (ATCC62978) with both a cellulolytic and ligninolytic enzyme system. Journal of Biotechnology, 251, 156–159. doi: 10.1016/j.jbiotec.2017.04.009;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/815/GCA_001937815.1_ASM193781v1;train;GCA_001937815.1;ASM193781v1;GCA_001937815.1_ASM193781v1_genomic
40483;Fomitopsis pinicola;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/655/GCA_000344655.2_Fompi3;train;GCA_000344655.2;Fompi3;GCA_000344655.2_Fompi3_genomic
254056;Fonsecaea monophora;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/475/GCA_001642475.1_ASM164247v1;train;GCA_001642475.1;ASM164247v1;GCA_001642475.1_ASM164247v1_genomic
979981;Fonsecaea multimorphosa;Homo sapiens, cat;;TRUE;Teixeira, M. M., Moreno, L. F., Stielow, B. J., Muszewska, A., Hainaut, M., Gonzaga, L., Abouelleil, A., Patané, J. S., Priest, M., Souza, R., Young, S., Ferreira, K. S., Zeng, Q., da Cunha, M. M., Gladki, A., Barker, B., Vicente, V. A., de Souza, E. M., Almeida, S., Henrissat, B., … de Hoog, G. S. (2017). Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales, Ascomycota). Studies in mycology, 86, 1–28. https://doi.org/10.1016/j.simyco.2017.01.001;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/435/GCA_000836435.1_Fons_mult_CBS_102226_V1;test;GCA_000836435.1;Fons_mult_CBS_102226_V1;GCA_000836435.1_Fons_mult_CBS_102226_V1_genomic
856822;Fonsecaea nubica;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/646/965/GCA_001646965.1_ASM164696v1;train;GCA_001646965.1;ASM164696v1;GCA_001646965.1_ASM164696v1_genomic
40355;Fonsecaea pedrosoi;Homo sapiens;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/455/GCA_000835455.1_Fons_pedr_CBS_271_37_V1;train;GCA_000835455.1;Fons_pedr_CBS_271_37_V1;GCA_000835455.1_Fons_pedr_CBS_271_37_V1_genomic
131363;Fusarium ambrosium;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/947/045/GCA_003947045.1_NRRL20438v1;val;GCA_003947045.1;NRRL20438v1;GCA_003947045.1_NRRL20438v1_genomic
40199;Fusarium avenaceum;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/295/GCA_000769295.1_Fave_LH27;train;GCA_000769295.1;Fave_LH27;GCA_000769295.1_Fave_LH27_genomic
48490;Fusarium circinatum;;Pitch canker;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/325/GCA_000497325.3_ASM49732v3;train;GCA_000497325.3;ASM49732v3;GCA_000497325.3_ASM49732v3_genomic
249398;Fusarium commune;roots and soybean;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/515/GCA_001599515.1_JCM_11502_assembly_v001;val;GCA_001599515.1;JCM_11502_assembly_v001;GCA_001599515.1_JCM_11502_assembly_v001_genomic
5516;Fusarium culmorum;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/845/GCA_900074845.1_FcUK99v1.2;train;GCA_900074845.1;FcUK99v1.2;GCA_900074845.1_FcUK99v1.2_genomic
61235;Fusarium equiseti;Homo sapiens;;TRUE;Verma, J., Sridhara, S., Rai, D., & Gangal, S. V. (1998). Isolation and immunobiochemical characterization of a major allergen (65 kDa) from Fusarium equiseti. Allergy, 53(3), 311–315. doi: 10.1111/j.1398-9995.1998.tb03893.x;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/175/GCA_003313175.1_ASM331317v1;train;GCA_003313175.1;ASM331317v1;GCA_003313175.1_ASM331317v1_genomic
5127;Fusarium fujikuroi;;Top rot, cause of foolish seedling/bakanae disease/fusariosis;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/805/GCA_900079805.1_Fusarium_fujikuroi_IMI58289_V2;train;GCA_900079805.1;Fusarium_fujikuroi_IMI58289_V2;GCA_900079805.1_Fusarium_fujikuroi_IMI58289_V2_genomic
5518;Fusarium graminearum;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3;test;GCA_000240135.3;ASM24013v3;GCA_000240135.3_ASM24013v3_genomic
298378;Fusarium incarnatum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/075/GCA_004367075.1_FIESC_23_NRRL_66325_ITEM_7155;train;GCA_004367075.1;FIESC_23_NRRL_66325_ITEM_7155;GCA_004367075.1_FIESC_23_NRRL_66325_ITEM_7155_genomic
179993;Fusarium langsethiae;oat, wheat, …;Fusarium head blight of wheat;FALSE;;FALSE;;TRUE;Jones, D. R., & Baker, R. H. A. (2007). Introductions of non-native plant pathogens into Great Britain, 1970?2004. Plant Pathology, 56(5), 891–910. doi: 10.1111/j.1365-3059.2007.01619.x;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/292/635/GCA_001292635.1_ASM129263v1;train;GCA_001292635.1;ASM129263v1;GCA_001292635.1_ASM129263v1_genomic
694270;Fusarium longipes;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/285/GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs;val;GCA_003012285.1;Fusarium_longipes_NRRL20695_FLONG3_contigs;GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs_genomic
192010;Fusarium mangiferae;;Mango malformation disease;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/065/GCA_900044065.1_Genome_assembly_version_1;train;GCA_900044065.1;Genome_assembly_version_1;GCA_900044065.1_Genome_assembly_version_1_genomic
1325723;Fusarium neocosmosporiellum;;;FALSE;;FALSE;;TRUE;Kim, W., Cavinder, B., Proctor, R. H., O’Donnell, K., Townsend, J. P., & Trail, F. (2019). Comparative Genomics and Transcriptomics During Sexual Development Gives Insight Into the Life History of the Cosmopolitan Fungus Fusarium neocosmosporiellum. Frontiers in Microbiology, 10. doi: 10.3389/fmicb.2019.01247;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/518/225/GCA_006518225.1_ASM651822v1;train;GCA_006518225.1;ASM651822v1;GCA_006518225.1_ASM651822v1_genomic
42673;Fusarium nygamai;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/262/555/GCA_001262555.1_ASM126255v1;train;GCA_001262555.1;ASM126255v1;GCA_001262555.1_ASM126255v1_genomic
5507;Fusarium oxysporum;Homo sapiens, tomato, cucumber;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;TRUE;Sang Woo Kim, Jin Hee Jung, Kabir Lamsal, Yun Seok Kim, Ji Seon Min& Youn Su Lee (2012) Antifungal Effects of Silver Nanoparticles (AgNPs) against Various PlantPathogenic Fungi, Mycobiology, 40:1, 53-58, DOI: 10.5941/MYCO.2012.40.1.05;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/955/GCA_000149955.2_ASM14995v2;train;GCA_000149955.2;ASM14995v2;GCA_000149955.2_ASM14995v2_genomic
948311;Fusarium proliferatum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/095/GCA_900067095.1_F._proliferatum_ET1_version_1;train;GCA_900067095.1;F._proliferatum_ET1_version_1;GCA_900067095.1_F._proliferatum_ET1_version_1_genomic
101028;Fusarium pseudograminearum;wheat;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/303/195/GCA_000303195.2_FP7;train;GCA_000303195.2;FP7;GCA_000303195.2_FP7_genomic
169388;Fusarium solani;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/905/GCA_002215905.1_ASM221590v1;train;GCA_002215905.1;ASM221590v1;GCA_002215905.1_ASM221590v1_genomic
5514;Fusarium sporotrichioides;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/315/GCA_003012315.1_Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs;val;GCA_003012315.1;Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs;GCA_003012315.1_Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs_genomic
61284;Fusarium tricinctum;soybean, alfalfa, lotus;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/382/705/GCA_900382705.2_FTRI.INRA104.GCA2018.2;train;GCA_900382705.2;FTRI.INRA104.GCA2018.2;GCA_900382705.2_FTRI.INRA104.GCA2018.2_genomic
56646;Fusarium venenatum;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/007/375/GCA_900007375.1_ASM90000737v1;train;GCA_900007375.1;ASM90000737v1;GCA_900007375.1_ASM90000737v1_genomic
117187;Fusarium verticillioides;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/555/GCA_000149555.1_ASM14955v1;train;GCA_000149555.1;ASM14955v1;GCA_000149555.1_ASM14955v1_genomic
1094350;Geosmithia morbida;;Thousand canker disease (TCD);FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/815/GCA_900108815.1_ASM90010881v1;train;GCA_900108815.1;ASM90010881v1;GCA_900108815.1_ASM90010881v1_genomic
